recipe_id,title,description,category,cuisine,meal_type,is_vegan,is_vegetarian,directions,ingredients_json
326,Beef Stir Fry,Tender beef strips stir-fried with colorful broccoli and bell peppers in a savory soy-garlic sauce. This quick Asian-inspired dish brings bold flavors and crisp textures to your dinner table. Perfect for busy weeknights when you want something healthy and delicious.,main dish,Asian,dinner,False,False,"Slice beef thinly against the grain. Heat oil in a wok over high heat, stir-fry beef until browned, then remove. In the same wok, stir-fry minced garlic and ginger for 30 seconds, add broccoli and bell pepper, cook until tender-crisp. Return beef to wok, add soy sauce, toss to coat. Serve over rice.","[{""name"": ""beef"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""broccoli"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""bell pepper"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""soy sauce"", ""quantity"": 3, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
327,Chicken Curry,Creamy and aromatic chicken curry simmered in coconut milk with warm spices and tender vegetables. This comforting Indian-inspired dish is rich in flavor and perfect for serving with rice or naan. The blend of spices creates a depth that's both exotic and familiar.,main dish,Indian,dinner,False,False,"Heat oil in a pot over medium heat. Cook diced onion and minced garlic until softened. Add curry powder and cook for 1 minute. Add cubed chicken, cook until browned. Stir in diced tomatoes and coconut milk, simmer for 20-25 minutes until chicken is tender. Season with salt and pepper. Serve with rice or naan.","[{""name"": ""chicken"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""curry powder"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""coconut milk"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
328,Pancakes,Fluffy homemade pancakes made from scratch with a golden exterior and soft interior. These classic breakfast treats are perfect for stacking high and drizzling with maple syrup. Customize with blueberries or chocolate chips for extra fun.,breakfast,American,breakfast,False,True,"Whisk together flour, sugar, baking powder, and salt. In another bowl, beat egg and stir in milk and melted butter. Combine wet and dry ingredients, stir until just mixed. Heat skillet over medium heat, pour batter for each pancake. Cook until bubbles form and edges set, flip and cook until golden. Serve with syrup.","[{""name"": ""flour"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""milk"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""egg"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""sugar"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""baking powder"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""salt"", ""quantity"": 0.25, ""unit"": ""teaspoon""}, {""name"": ""butter"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
329,Beef Tacos,"Seasoned ground beef served in soft tortillas with fresh toppings like lettuce, cheese, and salsa. This Mexican favorite is customizable and perfect for family dinners. The combination of spices and fresh ingredients creates a burst of flavor in every bite.",main dish,Mexican,dinner,False,False,"Cook ground beef in a skillet over medium-high heat until browned, drain excess fat. Stir in taco seasoning and water, simmer for 5 minutes. Warm tortillas. Fill with seasoned beef, lettuce, tomatoes, cheese, and sour cream. Serve with toppings.","[{""name"": ""ground beef"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""taco seasoning"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""tortilla"", ""quantity"": 8, ""unit"": ""piece""}, {""name"": ""lettuce"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""cheese"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""sour cream"", ""quantity"": 0.25, ""unit"": ""cup""}]"
330,Mushroom Risotto,"Creamy Arborio rice slowly cooked with sauteed mushrooms, white wine, and parmesan cheese. This elegant Italian dish requires patience but rewards with luxurious texture and deep flavor. Perfect for special occasions or a comforting weeknight meal.",main dish,Italian,dinner,False,True,"Heat broth in a saucepan. In a pan, melt butter, saute onion and garlic. Add mushrooms, cook until golden. Stir in rice, cook for 2 minutes. Add wine, stir until absorbed. Gradually add warm broth, stirring until rice is creamy, about 18-20 minutes. Stir in parmesan and butter. Serve.","[{""name"": ""arborio rice"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""mushroom"", ""quantity"": 0.3, ""unit"": ""pound""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""white wine"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""vegetable broth"", ""quantity"": 4, ""unit"": ""cup""}, {""name"": ""parmesan"", ""quantity"": 0.5, ""unit"": ""cup""}]"
331,Blueberry Muffins,Moist and tender muffins bursting with fresh blueberries and topped with a light sugar crumble. These bakery-style treats are perfect for breakfast or snacking. The combination of sweet berries and buttery batter makes them irresistible.,breakfast,American,breakfast,False,True,"Preheat oven to 190 Celsius, line muffin tin. Whisk flour, sugar, baking powder. Beat egg, add milk and butter. Combine wet and dry, fold in blueberries. Fill cups, bake 18-20 minutes until toothpick clean. Cool.","[{""name"": ""flour"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""sugar"", ""quantity"": 0.75, ""unit"": ""cup""}, {""name"": ""blueberry"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""milk"", ""quantity"": 0.75, ""unit"": ""cup""}, {""name"": ""egg"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""butter"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""baking powder"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
332,Vegetable Lasagna,"Layers of pasta, ricotta cheese, sauteed vegetables, and marinara sauce baked to perfection. This hearty vegetarian dish is packed with nutrients and flavor. It's a great make-ahead meal that feeds a crowd.",main dish,Italian,dinner,False,True,"Preheat oven to 190 Celsius. Cook lasagna noodles. Saute zucchini and spinach. In a dish, layer sauce, noodles, ricotta, veggies, mozzarella, parmesan. Repeat layers. Bake covered 25 min, uncovered 25 min. Rest before serving.","[{""name"": ""lasagna noodles"", ""quantity"": 9, ""unit"": ""piece""}, {""name"": ""ricotta cheese"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""spinach"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""zucchini"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""marinara sauce"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""mozzarella"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""parmesan"", ""quantity"": 0.25, ""unit"": ""cup""}]"
333,Apple Pie,Classic apple pie with a flaky butter crust filled with cinnamon-spiced apples. This all-American dessert is the epitome of comfort food. Serve warm with vanilla ice cream for the ultimate treat.,dessert,American,dessert,False,True,"Preheat oven to 220 Celsius. Peel and slice apples, toss with sugar, cinnamon, flour, lemon juice. Place in pie crust, dot with butter, top with second crust. Bake 45-50 minutes until golden. Cool before serving.","[{""name"": ""apple"", ""quantity"": 6, ""unit"": ""piece""}, {""name"": ""sugar"", ""quantity"": 0.75, ""unit"": ""cup""}, {""name"": ""cinnamon"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""flour"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""butter"", ""quantity"": 8, ""unit"": ""tablespoon""}, {""name"": ""pie crust"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""lemon juice"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
334,Grilled Cheese Sandwich,"Golden buttered bread filled with melted cheddar cheese, grilled to perfection. This simple comfort food is crispy on the outside and gooey inside. Perfect for a quick lunch or snack with tomato soup.",appetizer,American,lunch,False,True,"Butter one side of bread slices. Place cheese between unbuttered sides. Heat skillet over medium heat, cook sandwich buttered side down until golden and cheese melts, flip and cook other side. Serve hot.","[{""name"": ""bread"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""cheddar cheese"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""butter"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 0.25, ""unit"": ""teaspoon""}, {""name"": ""pepper"", ""quantity"": 0.25, ""unit"": ""teaspoon""}]"
335,Beef Stew,"Slow-simmered beef with potatoes, carrots, and onions in a rich, flavorful broth. This hearty stew is perfect for cold days and develops amazing depth of flavor over time. Serve with crusty bread for soaking up the broth.",main dish,American,dinner,False,False,"Cut beef into cubes. Brown in pot with oil. Sprinkle flour, stir. Add onion, carrots, potatoes, broth, thyme. Bring to boil, simmer covered 1.5-2 hours until tender. Season and serve with bread.","[{""name"": ""beef"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""potato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""carrot"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""beef broth"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""flour"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""thyme"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
336,Quinoa Salad,"Nutty quinoa mixed with fresh cucumber, tomatoes, and feta cheese in a light lemon-olive oil dressing. This healthy Mediterranean-inspired salad is refreshing and packed with protein. Perfect for meal prep or as a side dish.",salad,Mediterranean,lunch,False,True,"Rinse quinoa, cook in water until absorbed, cool. Dice cucumber and tomatoes. Combine quinoa, veggies, feta, parsley. Whisk oil and lemon juice, pour over, toss. Chill before serving.","[{""name"": ""quinoa"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""cucumber"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""feta cheese"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""lemon juice"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""parsley"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
337,Chocolate Cake,"Rich and moist chocolate cake with a deep cocoa flavor, topped with creamy frosting. This indulgent dessert is perfect for celebrations or satisfying chocolate cravings. The cake has a tender crumb and pairs wonderfully with a glass of milk.",dessert,American,dessert,False,True,"Preheat oven to 180 Celsius, grease pans. Mix flour, sugar, cocoa, baking powder, salt. Add eggs, milk, oil, vanilla, beat. Stir in boiling water. Bake 30-35 minutes. Cool and frost.","[{""name"": ""flour"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""sugar"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""cocoa powder"", ""quantity"": 0.75, ""unit"": ""cup""}, {""name"": ""baking soda"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""egg"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""milk"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""butter"", ""quantity"": 8, ""unit"": ""tablespoon""}]"
338,Egg Fried Rice,"A quick and flavorful Chinese-inspired dish featuring fluffy rice stir-fried with scrambled eggs, crisp vegetables, and savory soy sauce. This versatile meal is perfect for using leftover rice and can be customized with your favorite veggies. Serve hot as a main or side dish.",main dish,Chinese,dinner,False,True,"Cook rice and let cool. Scramble eggs in oil, set aside. Stir-fry carrots and peas, add rice. Stir in soy sauce, eggs, scallions. Serve hot.","[{""name"": ""rice"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""egg"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""carrot"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""peas"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""soy sauce"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""scallion"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
339,Caprese Salad,"A simple yet elegant Italian salad featuring fresh tomatoes, creamy mozzarella, and fragrant basil drizzled with olive oil and balsamic vinegar. This classic combination highlights the best of summer produce and is perfect as an appetizer or light meal. Season lightly for the purest flavors.",salad,Italian,lunch,False,True,"Slice tomatoes and mozzarella into rounds. Arrange alternately on platter, tuck basil leaves. Drizzle with olive oil and balsamic vinegar. Season with salt and pepper. Let sit to meld flavors.","[{""name"": ""tomato"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""mozzarella"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""basil"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""balsamic vinegar"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 0.25, ""unit"": ""teaspoon""}, {""name"": ""pepper"", ""quantity"": 0.25, ""unit"": ""teaspoon""}]"
340,Vegetable Stir Fry,"A colorful mix of crisp vegetables stir-fried with soy sauce and garlic, served over rice. This quick and healthy dish is packed with nutrients and flavor, perfect for a light dinner or side dish. Customize with your favorite veggies for endless variations.",main dish,Asian,dinner,True,True,"Heat oil in a wok over high heat. Add minced garlic and ginger, stir-fry for 30 seconds. Add broccoli, bell pepper, carrots, cook until tender-crisp. Stir in soy sauce, toss to coat. Serve over rice.","[{""name"": ""broccoli"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""bell pepper"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""carrot"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""soy sauce"", ""quantity"": 3, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
341,Greek Salad,"Fresh cucumbers, tomatoes, olives, and feta cheese dressed in olive oil and oregano. This Mediterranean classic is light, refreshing, and full of bold flavors. Perfect as a starter or side dish on a warm day.",salad,Mediterranean,lunch,False,True,"Dice cucumber and tomatoes. Crumble feta. Toss with olives. Whisk oil, lemon, oregano. Drizzle over salad, toss. Serve chilled.","[{""name"": ""cucumber"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""feta cheese"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""olive"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""oregano"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""lemon juice"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
342,Chocolate Chip Cookies,"Chewy and soft cookies loaded with chocolate chips, baked to golden perfection. These classic treats are irresistible and perfect for sharing. Enjoy with a glass of milk for the ultimate comfort snack.",dessert,American,dessert,False,True,Preheat oven to 175 Celsius. Cream butter and sugars. Beat in egg and vanilla. Mix in flour. Fold in chocolate chips. Drop onto baking sheet. Bake 10-12 minutes until edges golden.,"[{""name"": ""flour"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""butter"", ""quantity"": 8, ""unit"": ""tablespoon""}, {""name"": ""sugar"", ""quantity"": 0.75, ""unit"": ""cup""}, {""name"": ""brown sugar"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""egg"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""vanilla"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""chocolate chips"", ""quantity"": 1, ""unit"": ""cup""}]"
343,Lentil Soup,"Hearty and nutritious soup made with lentils, vegetables, and spices. This comforting dish is perfect for chilly days and packed with protein. Serve with crusty bread for a satisfying meal.",soup,Mediterranean,lunch,True,True,"Saute onion, garlic, carrots in pot. Add lentils, tomato, cumin, broth. Simmer 25-30 minutes until lentils tender. Season and serve.","[{""name"": ""lentil"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""carrot"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""vegetable broth"", ""quantity"": 4, ""unit"": ""cup""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""tomato"", ""quantity"": 1, ""unit"": ""piece""}]"
344,Beef Tacos,"Flavorful tacos with seasoned ground beef, fresh vegetables, and cheese.",main dish,Mexican,dinner,False,False,"Brown ground beef in skillet with chopped onion and minced garlic. Stir in taco seasoning and cook until beef is done. Warm tortillas. Fill with beef mixture, shredded lettuce, diced tomato, and cheese. Serve immediately.","[{""name"": ""ground beef"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""taco seasoning"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""lettuce"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""tomato"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""cheddar cheese"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""tortilla"", ""quantity"": 8, ""unit"": ""piece""}]"
345,Vegetable Curry,Spicy and aromatic curry with mixed vegetables and coconut milk.,main dish,Indian,dinner,True,True,"Saute chopped onion, minced garlic, and grated ginger in a pan. Add mixed vegetables and curry powder, stir to coat. Pour in vegetable broth, bring to simmer. Cook for 15-20 minutes until vegetables are tender. Stir in coconut milk and heat through. Serve with rice.","[{""name"": ""mixed vegetables"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""curry powder"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""coconut milk"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""vegetable broth"", ""quantity"": 1, ""unit"": ""cup""}]"
346,Grilled Cheese Sandwich,Classic comfort food with melted cheese between toasted bread.,appetizer,American,lunch,False,True,"Butter one side of each bread slice. Place cheese slices between bread, add sliced tomato and onion. Heat skillet over medium heat. Grill sandwich until bread is golden and cheese is melted, about 3-4 minutes per side.","[{""name"": ""bread"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""cheddar cheese"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""butter"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""tomato"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 0.25, ""unit"": ""piece""}]"
347,Chicken Stir Fry,Quick and healthy stir fry with chicken and mixed vegetables.,main dish,Asian,dinner,False,False,"Heat vegetable oil in wok or skillet. Stir fry cubed chicken breast until cooked. Add minced garlic, ginger, broccoli florets, and sliced bell pepper. Stir in soy sauce and cook for 5-7 minutes until vegetables are tender-crisp. Serve over rice.","[{""name"": ""chicken breast"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""broccoli"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""bell pepper"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""soy sauce"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
348,Pancakes,Fluffy breakfast pancakes served with syrup and butter.,breakfast,American,breakfast,False,True,"Mix flour, baking powder, and sugar in a bowl. In another bowl, whisk milk, egg, and melted butter. Combine wet and dry ingredients until just mixed. Heat griddle over medium heat. Pour batter to form pancakes. Cook until bubbles form and edges look set, then flip and cook until golden. Serve with syrup.","[{""name"": ""flour"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""milk"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""egg"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""baking powder"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""sugar"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""butter"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
349,Spaghetti Bolognese,Classic Italian pasta dish with rich meat sauce.,main dish,Italian,dinner,False,False,"Heat olive oil in pot. Saute chopped onion, minced garlic, and diced carrot. Add ground beef and cook until browned. Stir in tomato sauce and simmer for 20 minutes. Meanwhile, boil spaghetti according to package. Drain and toss with sauce. Serve with grated cheese.","[{""name"": ""spaghetti"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""ground beef"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""tomato sauce"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""carrot"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
350,Quinoa Salad,"Healthy and refreshing salad with quinoa, fresh vegetables, and lemon dressing.",salad,Mediterranean,lunch,True,True,"Cook quinoa according to package instructions and let cool. Dice cucumber, tomato, and onion. Chop parsley. In a bowl, mix quinoa with vegetables and parsley. Whisk lemon juice and olive oil for dressing. Toss salad with dressing and season to taste.","[{""name"": ""quinoa"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""cucumber"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""tomato"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 0.25, ""unit"": ""piece""}, {""name"": ""lemon juice"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""parsley"", ""quantity"": 4, ""unit"": ""tablespoon""}]"
351,Chocolate Brownies,Rich and fudgy chocolate brownies perfect for dessert.,dessert,American,dessert,False,True,"Preheat oven to 175 Celsius. Melt butter and mix with sugar, eggs, and vanilla. Sift in flour, cocoa, and baking powder. Stir until combined. Pour into greased pan. Bake for 25-30 minutes until set. Cool before cutting.","[{""name"": ""flour"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""cocoa powder"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""sugar"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""butter"", ""quantity"": 8, ""unit"": ""tablespoon""}, {""name"": ""egg"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""vanilla"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""baking powder"", ""quantity"": 0.5, ""unit"": ""teaspoon""}]"
352,Salmon Teriyaki,Grilled salmon fillets glazed with sweet and savory teriyaki sauce.,main dish,Japanese,dinner,False,False,"Mix soy sauce, honey, minced garlic, ginger, and sesame oil for marinade. Marinate salmon for 30 minutes. Preheat grill or oven to 200 Celsius. Cook salmon for 10-12 minutes, basting with marinade. Garnish with chopped green onions. Serve with rice.","[{""name"": ""salmon"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""soy sauce"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""honey"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""sesame oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""green onion"", ""quantity"": 2, ""unit"": ""piece""}]"
353,Caprese Salad,"Simple and elegant Italian salad with fresh tomatoes, mozzarella, and basil.",salad,Italian,lunch,False,True,Slice tomatoes and mozzarella. Arrange on plate with basil leaves. Drizzle with olive oil and balsamic vinegar. Sprinkle with minced garlic. Season with salt and pepper. Let sit for 10 minutes before serving.,"[{""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""mozzarella"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""basil"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""balsamic vinegar"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 1, ""unit"": ""piece""}]"
354,Shrimp Scampi,Garlic butter shrimp served over linguine with lemon and parsley.,main dish,Italian,dinner,False,False,"Cook linguine according to package. In skillet, melt butter and saute minced garlic. Add shrimp and cook until pink. Stir in white wine and lemon juice, simmer for 2 minutes. Toss cooked pasta with shrimp mixture and chopped parsley. Serve immediately.","[{""name"": ""shrimp"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""linguine"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""garlic"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""butter"", ""quantity"": 8, ""unit"": ""tablespoon""}, {""name"": ""white wine"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""lemon juice"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""parsley"", ""quantity"": 4, ""unit"": ""tablespoon""}]"
355,Thai Green Curry,Spicy and aromatic Thai curry with coconut milk and vegetables.,main dish,Asian,dinner,True,True,"Heat curry paste in a pan. Add garlic and ginger, stir. Pour in coconut milk and bring to simmer. Add cubed tofu and vegetables. Cook for 10-15 minutes. Stir in soy sauce. Serve with rice.","[{""name"": ""curry paste"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""coconut milk"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""mixed vegetables"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""tofu"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""soy sauce"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
356,Caesar Salad,"Classic salad with romaine lettuce, croutons, and Caesar dressing.",salad,American,lunch,False,True,"Chop lettuce. Toss with croutons, parmesan, and dressing. Squeeze lemon and add minced garlic. Mix well and serve.","[{""name"": ""romaine lettuce"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""croutons"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""parmesan"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""caesar dressing"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""lemon juice"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 1, ""unit"": ""piece""}]"
357,Blueberry Muffins,Sweet muffins bursting with fresh blueberries.,dessert,American,breakfast,False,True,"Mix dry ingredients. In another bowl, whisk milk, egg, melted butter. Combine, fold in blueberries. Fill muffin tin. Bake at 190 Celsius for 20-25 minutes.","[{""name"": ""flour"", ""quantity"": 1.5, ""unit"": ""cup""}, {""name"": ""blueberry"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""sugar"", ""quantity"": 0.75, ""unit"": ""cup""}, {""name"": ""milk"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""egg"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""baking powder"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""butter"", ""quantity"": 4, ""unit"": ""tablespoon""}]"
